       78.940841426146022       55.024740367944148     1        1.0000000000        1.0000000000        1.0000000000
       78.945065825977238       55.063600230056572     1        1.0000000000        1.0000000000        1.0000000000
      142.878750000000053       52.802272357833644     1        1.0000000000        1.0000000000        1.0000000000
      142.851594495091121       52.853084614626560     1        1.0000000000        1.0000000000        1.0000000000
      142.859291666666763       52.892163781381086     1        1.0000000000        1.0000000000        1.0000000000
      143.453735484100008       52.798008722699997     1        1.0000000000        1.0000000000        1.0000000000
      145.279322036499991       52.716728712699997     1        1.0000000000        1.0000000000        1.0000000000
      143.217979928500000       52.351683960099997     1        1.0000000000        1.0000000000        1.0000000000
      146.597566573899996       52.351683960099997     1        1.0000000000        1.0000000000        1.0000000000
      143.231118421100007       52.215858461099998     1        1.0000000000        1.0000000000        1.0000000000
